SMILES,Name,ChEMBL_ID,Assay_ChEMBL_ID,Permeability_Value,Original_Units,Permeability
COCCc1ccc(OCC(O)CNC(C)C)cc1,METOPROLOL,CHEMBL13,CHEMBL5335400,37.18,10^-6 cm/s,1
COc1ncc(F)cc1C(=O)Nc1cccc(-c2nncn2[C@@H](C)C(F)(F)F)n1,,CHEMBL4849014,CHEMBL4845479,25.7,10^-6 cm/s,1
Cc1sc2c(c1C)C(c1ccc(Cl)cc1)=N[C@@H](CC(=O)Nc1nncs1)c1nnc(C)n1-2,,CHEMBL5432745,CHEMBL5349018,1.801e-05,nm/s,1
Cc1nsc(-c2nnc3n2CCN(C(=O)c2ccc(F)cc2)C3)n1,,CHEMBL3608684,CHEMBL3610090,5.2799999999999996e-05,nm/s,1
O=C(O)[C@H]1CCCC[C@H]1C(=O)N1CCc2c(OCCO)cccc2[C@H]1CN1C(=O)c2ccccc2C1=O,,CHEMBL4636738,CHEMBL4615772,9e-07,nm/s,0
CCc1cccc(CNC(=O)c2nc3ccc(F)c(OCCc4ccc(C(=O)O)cc4)c3c(=O)[nH]2)c1,,CHEMBL4857901,CHEMBL4830604,44.0,10^-6 cm/s,1
C=CC(=O)Nc1cccc(C)c1Nc1ncc2cc(-c3c(Cl)c(OC)cc(OC)c3Cl)ccc2n1,,CHEMBL4068896,CHEMBL4018315,3.5e-07,nm/s,0
Cc1ccccc1-c1ccc2nc(N)c(CC(C)C(=O)NCc3cccnc3)cc2c1,,CHEMBL1821822,CHEMBL1827656,1.6e-05,nm/s,1
CC[C@H](C)[C@H](NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CC(N)=O)NC(=O)CNC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](C)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](C)NC(=O)[C@@H](NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H](N)CCCNC(=N)N)C(C)C)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@H](C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](Cc1cnc[nH]1)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CCC(=O)O)C(=O)O)C(C)C,,CHEMBL5277169,CHEMBL5258488,4.15e-06,nm/s,0
COc1ccc(-n2nc(C(N)=O)c3c2C(=O)N(c2ccc(C4(CS(C)(=O)=O)CC4)cc2)CC3)cc1,,CHEMBL457774,CHEMBL1010166,1.45e-05,nm/s,1
CCCC[C@@H]1NC(=O)[C@H](CCCC)N(C)C(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](CCCC)N(C)C(=O)[C@H](CCCC)NC(=O)[C@H](CCCC)N(C)C(=O)[C@@H](Cc2ccccc2)NC(=O)CSC[C@@H](C(=O)NC)NC1=O,,CHEMBL4876321,CHEMBL4808347,0.315,10^-6 cm/s,1
CC(=O)c1cc(C(=O)Nc2cc(CO)cc(-c3cnn(C4CC4)c3)c2F)c2cc(OC(=O)N(C)C)ccn12,,CHEMBL5192803,CHEMBL5156605,2.89,10^-6 cm/s,1
COc1cccc([C@@H](C)NC(=O)c2ccc(-c3ccnc(F)c3)cc2)c1,,CHEMBL4459800,CHEMBL5136857,4.9199999999999997e-05,nm/s,1
Cc1ncc(-c2ccc([C@H]3[C@H](C(=O)NO)[C@@H]3c3ccccc3)cc2)o1,,CHEMBL3109984,CHEMBL3112160,4.6e-05,nm/s,1
O=C(NCc1c(F)cccc1F)c1ccc(Cn2cnc3ccc(-c4cn[nH]c4)cc3c2=O)cc1,,CHEMBL4790114,CHEMBL4703617,0.66,10^-6 cm/s,1
CC(=O)Nc1ccc(OCC(O)CNC(C)C)cc1,PRACTOLOL,CHEMBL6995,CHEMBL905613,0.37,10^-6 cm/s,1
Cc1cc(-c2n[nH]c(C)c2-c2ccc(-c3cccc(S(N)(=O)=O)c3)c(C3CC3)c2)ccn1,,CHEMBL5181966,CHEMBL5136374,3.36,10^-6 cm/s,1
CC(C)NCC(O)COc1cccc2ccccc12,PROPRANOLOL,CHEMBL27,CHEMBL5156604,28.3,10^-6 cm/s,1
O=C(CCCc1cccs1)N1CCN(c2ccc(C(F)(F)F)cc2)CC1,,CHEMBL4798308,CHEMBL4771890,27.1,10^-6 cm/s,1
C[C@@H]1COCCN1c1cc(N2C3CCC2COC3)nc2[nH]c(-c3ccccn3)nc12,,CHEMBL5431004,CHEMBL5335163,8.04,10^-6 cm/s,1
COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccccc1[N+](=O)[O-],NIFEDIPINE,CHEMBL193,CHEMBL1908285,6.1e-05,nm/s,1
CC1=C(N2CCC3(CCN(C[C@H](O)c4ccc5c(c4C)COC5=O)CC3)C2=O)CCC1=O,,CHEMBL5085300,CHEMBL5039910,22.0,10^-6 cm/s,1
FC(F)(F)c1ccc(Nc2ncnc3cc(-c4ncccc4C(F)(F)F)ccc23)cc1,NGD-8243,CHEMBL214796,CHEMBL1114410,11.0,10^-6 cm/s,1
OCc1cn(-c2ccc(Cl)c(Cl)c2)nn1,,CHEMBL1823290,CHEMBL5166906,57.0,10^-6 cm/s,1
COc1ccc(-c2ccc(O[C@@H]3COc4nc([N+](=O)[O-])cn4C3)nc2)cn1,,CHEMBL4203482,CHEMBL4182340,7.67e-05,nm/s,1
O=C(O)Cc1ccc(O)cc1Nc1c(Cl)cccc1Cl,,CHEMBL5175277,CHEMBL5166501,1.2499999999999999e-06,nm/s,0
N=C(N)NC(=O)c1nc(Cl)c(N)nc1N,AMILORIDE,CHEMBL945,CHEMBL4739471,6.1,10^-6 cm/s,1
COc1ccc(-n2nc(C(N)=O)c3c2C(=O)N(c2ccc(C4(C(C)=O)CC4)cc2)CC3)cc1,,CHEMBL459286,CHEMBL1010166,2.27e-05,nm/s,1
Cc1cccnc1-c1ccc2nc(N)c(C[C@@H](C)C(=O)NCCC(C)(C)C)cc2c1,,CHEMBL1821826,CHEMBL1827656,1.4999999999999999e-05,nm/s,1
CCC(C(=O)Nc1ccc2nn(C)cc2c1)n1cc(OC)c(-c2cc(Cl)ccc2-n2cc(Cl)nn2)cc1=O,,CHEMBL5405411,CHEMBL5367468,1.84e-05,nm/s,1
O=C1CCc2ccccc2N1CCCN1CCC(Cc2ccccc2)CC1,,CHEMBL4072818,CHEMBL4048923,2.09e-05,nm/s,1
Cc1cc(-c2n[nH]c3ccc(N[C@@H]4CCCc5cc(C#N)ccc54)cc23)ccn1,,CHEMBL5201248,CHEMBL5157039,6.8,10^-6 cm/s,1
O=C(O)Cn1nc(Cc2nc3cc(Cl)c(OCC(F)F)cc3[nH]2)c2ccccc2c1=O,,CHEMBL5091947,CHEMBL5046727,0.6,10^-6 cm/s,1
CC[C@H]1CN2CCc3cc(OC)c(OC)cc3[C@@H]2C[C@@H]1C[C@H]1NCCc2cc(OC)c(OC)cc21,EMETINE,CHEMBL50588,CHEMBL1908286,2.81e-05,nm/s,1
O=c1n(C2CCOC2)nc(-c2ccnc(NC3CCOCC3)c2)n1-c1ccc2ccccc2c1,,CHEMBL1644640,CHEMBL1648833,2.1799999999999998e-05,nm/s,1
NS(=O)(=O)OC[C@H]1C[C@@H](Nc2ncncc2C(=O)c2ccn(Cc3cccc(Br)c3)n2)C[C@@H]1O,,CHEMBL4870385,CHEMBL4835017,1.2,10^-6 cm/s,1
O=C(Nc1ccc(F)c(-c2nc3cc(-c4ccccc4)cnc3[nH]2)c1)N1CCCC1,,CHEMBL3115821,CHEMBL3119124,5.0299999999999996e-05,nm/s,1
CCCN(CCCCOCCOCCOCCOCCOCC(=O)N[C@H](C(=O)N1C[C@H](O)C[C@H]1C(=O)NCc1ccc(-c2scnc2C)cc1)C(C)(C)C)C[C@@H](C)NC(=O)c1ccc(-c2noc(C(F)(F)F)n2)cc1,,CHEMBL5208515,CHEMBL5130728,2.1e-06,nm/s,0
CCc1ccc(-n2c(=O)c3c(CN(C)C)c(-c4ccc(NC(=O)NOC)cc4)sc3n(Cc3c(F)cccc3F)c2=O)nn1,,CHEMBL5433025,CHEMBL5347184,10.21,10^-6 cm/s,1
Cc1c(CN(CCc2ccc(N)cc2)C2CCN(C(=O)c3c(F)cccc3F)CC2)c(=O)n(-c2ccc(F)cc2)n1C,,CHEMBL246769,CHEMBL888299,0.9,10^-6 cm/s,1
NC(=O)[C@@H](Nc1ccc2c(c1)OCCn1cc(N3C(=O)OC[C@H]3CF)nc1-2)C1CC1,,CHEMBL5186155,CHEMBL5153858,0.8,10^-6 cm/s,1
Cc1cc(N)nc(CCc2cc(F)cc(CCCN(C)C)c2)c1.Cl.Cl,,CHEMBL5434480,CHEMBL5335401,54.2,10^-6 cm/s,1
C[C@]1(CN2Cc3nc(-c4ccc(F)cc4)sc3C2)CN=C(N)O1,,CHEMBL5180874,CHEMBL5117254,15.85,10^-6 cm/s,1
O=C(Cc1nc(N2CCOCC2)cc(=O)[nH]1)Nc1ccc(F)c(F)c1,,CHEMBL2151924,CHEMBL2156794,8e-07,nm/s,0
CC1(C)CCN(Cc2ccc(N3CC(=O)NC4(CCN(c5ncnc6[nH]ccc56)CC4)C3)cc2)CC1,,CHEMBL5084119,CHEMBL5053988,2.0,10^-6 cm/s,1
Cl.[2H]C1([2H])Oc2ccc(Nc3nc(-c4c(C)nc5ccccn45)cs3)cc2O1,,CHEMBL5084993,CHEMBL5053201,6.4,10^-6 cm/s,1
CN(C)C(=O)C(CCN1CCC(O)(c2ccc(Cl)cc2)CC1)(c1ccccc1)c1ccccc1,LOPERAMIDE,CHEMBL841,CHEMBL1908286,7.76e-05,nm/s,1
Cn1cc(-c2nc3c(-c4ccc(CNC(=O)c5noc(C(C)(C)C)n5)c(F)c4)ccnc3[nH]2)cn1,,CHEMBL4849220,CHEMBL4822451,2.5,10^-6 cm/s,1
CC(C)[C@H](C[C@H]1OC(=O)NC1=O)c1ccc(-c2ccc3cccc(F)c3c2)[nH]c1=O,,CHEMBL4752588,CHEMBL4689783,10.3,10^-6 cm/s,1
C[C@H]1C[C@@H](c2ccncc2NC(=O)c2nc(-c3c(F)cccc3F)ncc2N)C[C@@H](O)[C@]1(C)O,,CHEMBL4758068,CHEMBL4723892,10.1,10^-6 cm/s,1
CCC[C@@H](C(=O)Nc1ccc(C(N)=O)c(F)c1)n1cc(OC)c(-c2cc(Cl)ccc2-n2cc(C(F)F)nn2)cc1=O,,CHEMBL5397070,CHEMBL5367468,7.3999999999999995e-06,nm/s,0
O=C1c2nc3ccccc3n2CCN1CCCCOc1ccc(OC(F)(F)F)cc1,,CHEMBL4780781,CHEMBL4722648,2.11e-06,nm/s,0
NC(=O)c1cc(-c2ccc(F)cc2)c2ccc(CN3CCOC(C(F)(F)F)C3)cc2n1,,CHEMBL3898121,CHEMBL5365182,24.0,10^-6 cm/s,1
Cc1ccccc1NC(=O)Nc1ccc(CC(=O)N2C[C@@H](F)C[C@H]2COc2ccc(C(=O)O)cc2)cc1Cl,,CHEMBL425647,CHEMBL903787,2.68,10^-6 cm/s,1
CC(C)CCn1c(CN2C(=O)C3(CC3)c3ccccc32)nc2cc(CN)ccc21,,CHEMBL4469438,CHEMBL4825890,12.0,10^-6 cm/s,1
COc1cc(C#N)c(Oc2ccccc2C)cc1-n1c(=O)cc(C(F)(F)Cl)[nH]c1=O,,CHEMBL5219261,CHEMBL5217583,3e-06,nm/s,0
CC(C)Cc1ccc(C(C)C(=O)O)cc1,IBUPROFEN,CHEMBL521,CHEMBL905613,72.11,10^-6 cm/s,1
C[C@H](n1cnnc1-c1cccc(NC(=O)c2cccn(C)c2=O)n1)C(F)(F)F,,CHEMBL4873779,CHEMBL4845479,2.2,10^-6 cm/s,1
CC1(C)Cc2cc(Cl)ccc2C(N[C@@H](Cc2ccccc2)c2ncc(C#N)c(=O)[nH]2)=N1,,CHEMBL2346802,CHEMBL2352380,7.2999999999999996e-06,nm/s,0
CC1(C)Cc2cc(Cl)ccc2C(N[C@@H](Cc2ccccc2)c2nc3ccncc3c(=O)[nH]2)=N1,,CHEMBL2346800,CHEMBL2352380,1.96e-05,nm/s,1
Nc1ncc(-c2ccc(Cl)c(S(=O)(=O)Nc3cccc(F)c3F)c2)cn1,,CHEMBL2152255,CHEMBL2157143,9.999999999999999e-06,nm/s,1
CNC(=O)c1nc(-c2ccc(Cl)c(S(=O)(=O)Nc3ccc(Cl)cc3)c2)cnc1N,,CHEMBL2152146,CHEMBL2157143,9.999999999999999e-06,nm/s,1
COc1cn([C@@H](C)C(=O)Nc2ccc(C(N)=O)c(F)c2)c(=O)cc1-c1cc(Cl)ccc1-n1cc(C(F)F)nn1,,CHEMBL5394263,CHEMBL5367468,1.2999999999999998e-06,nm/s,0
Nc1cc(C(=O)O)ccc1CN1CCC[C@H](O[C@H](CO)c2cc(Cl)cc(Cl)c2)[C@@H]1c1ccccc1,,CHEMBL5188380,CHEMBL5141585,21.0,10^-6 cm/s,1
CCCCC(=O)N(Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1)[C@H](C(=O)O)C(C)C,VALSARTAN,CHEMBL1069,CHEMBL4702822,0.32,10^-6 cm/s,1
COc1c(NC(=O)C(=O)c2ccc(OCCN3CCOCC3)c3ccccc23)cc(C(C)(C)C)cc1NS(=O)(=O)C[N+]12CCN(CC1)CC2.[Cl-],,CHEMBL3786730,CHEMBL3789895,1e-07,nm/s,0
Cc1cc(S(=O)(=O)N[C@H](C)C2CCN(C)CC2)ccc1NC(=O)c1ccccc1C,,CHEMBL5407071,CHEMBL5384114,3.7,10^-6 cm/s,1
C[C@H]1O[C@@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@@]5(C)[C@H](CC[C@@H]6[C@@H]5C[C@@H](O)[C@]5(C)[C@@H](C7=CC(=O)OC7)CC[C@]65O)C4)O[C@@H]3C)O[C@@H]2C)C[C@H](O)[C@@H]1O,DIGOXIN,CHEMBL1751,CHEMBL5347183,0.013,10^-6 cm/s,1
CO[C@@]1(CN2CCN3CCOC[C@@H]3C2)/C(F)=C/C[C@H](C)[C@@H](C)S(=O)(=O)NC(=O)c2ccc3c(c2)N(C[C@@H]2CCO[C@H]21)C[C@@]1(CCCc2cc(Cl)ccc21)CO3,,CHEMBL5401256,CHEMBL5385420,0.94,10^-6 cm/s,1
COCCN1CCN(c2ccc(Nc3nccc(-c4c(-c5cccnc5)nn5c4COCC5)n3)cc2)CC1,,CHEMBL4748071,CHEMBL4714252,8.686,10^-6 cm/s,1
COc1cc(C(=O)N2CC(C)CCC2CCO)cc2nc(NCc3cccc(Cl)c3)oc12,,CHEMBL4787137,CHEMBL4672670,1.91e-05,nm/s,1
CN(C)Cc1nccn1-c1ccc(NC(=O)c2cc(C(F)(F)F)nn2-c2ccc3onc(N)c3c2)c(F)c1,RAZAXABAN,CHEMBL206335,CHEMBL927724,5.56,10^-6 cm/s,1
Cc1nn(-c2ccccn2)c2c1C(=O)CC(C)(C)C2Br,,CHEMBL1906448,CHEMBL4737460,20.1,10^-6 cm/s,1
COc1ccc(NC(=O)[C@H]2SCCNC2=O)cc1,,CHEMBL4795273,CHEMBL4680015,16.0,10^-6 cm/s,1
O=C(CC1CC1)N1CCN2Cc3cc(F)cc(c3)NS(=O)(=O)CCCCCC1C2,,CHEMBL5286738,CHEMBL5226012,11.7,10^-6 cm/s,1
CC1(C)Cc2cc(Cl)ccc2C(N[C@@H](Cc2ccccc2)c2ncc(Cl)c(=O)[nH]2)=N1,,CHEMBL2346801,CHEMBL2352380,2.13e-05,nm/s,1
CNC(=O)c1ccc2c(c1)c(-c1nc3c(-n4cc(CN(C)C)cn4)ccnc3[nH]1)cn2C,,CHEMBL4754597,CHEMBL4669210,0.01,10^-6 cm/s,1
Cn1nncc1-c1cnn([C@H](Cc2ccn(C(F)F)n2)c2ccc(-c3c(-n4cc(C(F)(F)F)nn4)ccc(Cl)c3F)c[n+]2[O-])c1,,CHEMBL5198823,CHEMBL5141369,3.2,10^-6 cm/s,1
CC1(C)Cc2cc(Cl)ccc2C(N[C@@H](Cc2ccccc2)c2nccc(=O)[nH]2)=N1,,CHEMBL2346798,CHEMBL2352380,2.31e-05,nm/s,1
CN1CC[C@@]23CCCC[C@@H]2[C@@H]1Cc1ccc(C(F)F)cc13,,CHEMBL5081803,CHEMBL5042448,1.35,10^-6 cm/s,1
CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(c2cccc(C(C)(C)C)c2)CCCCC1,,CHEMBL571860,CHEMBL1274835,7e-07,nm/s,0
COc1cc2c(cc1OC)CN(CCc1ccc(NC(=O)c3cccc4c(=O)c5cccc(OC)c5[nH]c34)cc1)CC2,ELACRIDAR,CHEMBL396298,CHEMBL1908286,1.86e-06,nm/s,0
CCc1cc(C(=O)OCO[P@@]2(=O)OCC(C)(C)[C@H](C(=O)NCCC(=O)OC)O2)n(C)n1,,CHEMBL4780596,CHEMBL4679256,11.8,10^-6 cm/s,1
O=C1CCc2ccccc2N1CCCN1CCN(c2ccccc2)CC1,,CHEMBL4085780,CHEMBL4048923,1.9699999999999998e-05,nm/s,1
C[C@@H](NC(=O)c1ccc(F)cc1)c1ccc2c(n1)CCCN2C(=O)c1cccc(Cl)c1,,CHEMBL4744727,CHEMBL4689700,32.0,10^-6 cm/s,1
COc1cccc(Sc2cc(=O)n(O)c(=O)[nH]2)c1,,CHEMBL4284648,CHEMBL4824593,0.21,10^-6 cm/s,1
CN(C)C(=O)c1c(N)ccc(-c2cnc3c(c2Cl)[C@]2(CC[C@@]4(CCCNC4=O)C2)CN3)c1F,,CHEMBL5091391,CHEMBL5041811,7.1,10^-6 cm/s,1
Cc1ncc(NCc2ccc3c(-c4ccc(F)cc4)cc(C(N)=O)nc3c2)cn1,,CHEMBL5420899,CHEMBL5365182,31.0,10^-6 cm/s,1
Cn1cnc(S(=O)(=O)N2CCS[C@H]2C(=O)O[C@@H](Cc2c(Cl)c[n+]([O-])cc2Cl)c2ccc(OC(F)F)c(OCC3CC3)c2)c1,,CHEMBL4088655,CHEMBL4027227,2.2e-07,nm/s,0
COc1cc(N2C(=O)C3(CCC3)N(c3ccc(OC4CCN(C)CC4)nc3)C2=S)cnc1C#N,,CHEMBL4860547,CHEMBL4820519,22.1,10^-6 cm/s,1
O=C(NCCCNCc1cc(Cl)cc(Cl)c1)Nc1cccc(O)c1,,CHEMBL2159526,CHEMBL2161892,2.8999999999999998e-06,nm/s,0
CC(F)(F)c1nc2ccccc2n1Cc1ccc(C(=O)N[C@@H]2CCOC[C@@H]2C(=O)NO)cc1,,CHEMBL253076,CHEMBL946128,0.7,10^-6 cm/s,1
O=C(Nc1ccc([N+](=O)[O-])cc1)N[C@H](Cc1cccnc1)C(=O)NCC1(c2ccccc2)CC1,,CHEMBL4172556,CHEMBL4135917,0.0119245,nm/s,1
CCCCc1nc2c(N)nc3ccccc3c2n1Cc1ccc(N)cc1,,CHEMBL5423654,CHEMBL5370444,8.51,10^-6 cm/s,1
CN1CC(OCc2ccc(OCc3ccccc3)cc2)Cn2nc([N+](=O)[O-])cc21,,CHEMBL480196,CHEMBL4182346,3.63e-05,nm/s,1
CCC(N)(CC)CNC(=O)c1c(C)nc2c(OCc3c(F)cccc3F)cc(C)cn12,,CHEMBL5405241,CHEMBL5340614,1.94e-05,nm/s,1
CO[C@H]1CN(C)C(=O)c2cc(C#N)ccc2OC[C@@H]2O[C@H](CC[C@H]2OC)CCN(C)C(=O)[C@@H]1C,,CHEMBL4761226,CHEMBL4739637,1.89,10^-6 cm/s,1
CN(C)c1nccc(-c2cnn3ncccc23)n1,,CHEMBL4848254,CHEMBL4810662,71.4,10^-6 cm/s,1
COc1cc(Sc2c(-n3ccnc3)[nH]c3ccccc23)cc(OC)c1OC,,CHEMBL2313790,CHEMBL2320898,5.5299999999999996e-06,nm/s,0
CC(C)c1cc(N2CCOC[C@H]2C)c2nc(-c3cc[nH]n3)sc2n1,,CHEMBL5402808,CHEMBL5335163,13.5,10^-6 cm/s,1
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1,DOXORUBICIN,CHEMBL53463,CHEMBL1908285,1.4499999999999999e-06,nm/s,0
FC(F)(F)c1ccccc1-c1nc(NCc2ccccn2)c2ccccc2n1,,CHEMBL5079093,CHEMBL5045808,85.0,10^-6 cm/s,1
O=C(NO)[C@@H]1[C@H](c2ccccc2)[C@H]1c1ccc(-c2cnco2)cc1,,CHEMBL3110021,CHEMBL3796129,4.42e-05,nm/s,1
N#CCNC(=O)[C@H](Cn1cc2ccccc2n1)NC(=O)OCc1ccccc1,,CHEMBL2042013,CHEMBL2043713,1.03e-05,nm/s,1
C[C@]1(c2cc(NC(=O)c3ccc(Cl)cn3)ccc2F)N=C(N)CO[C@@H]1F,,CHEMBL3634340,CHEMBL3635352,8.5e-06,nm/s,1
CNC(=O)c1cc2c(cc1F)C[C@]1(C2)C(=O)N(c2cnc(C#N)c(C(F)(F)F)c2)C(=S)N1C(C)C,,CHEMBL4879321,CHEMBL4837144,16.6,10^-6 cm/s,1
Clc1cc2[nH]cnc2c(NCc2ccco2)n1,,CHEMBL4753580,CHEMBL4724734,16.3,10^-6 cm/s,1
CCC[C@H](C)COc1ccc([C@H](Cn2cc(C(=O)NC)nn2)NC(=O)[C@@H](C)c2ccccc2)cc1,,CHEMBL5175064,CHEMBL5132107,23.5,10^-6 cm/s,1
CC(=O)Nc1sc2c(c1-c1nc3ccccc3s1)CNC2,,CHEMBL1706858,CHEMBL2061132,0.00068,um/s,1
CCn1c(-c2cnc(C)nc2)nc2c(N[C@H]3CCN(C(=O)[C@H]4C[C@@H](OC)C4)C3)ncnc21,,CHEMBL4858121,CHEMBL4835455,10.0,10^-6 cm/s,1
CN(C)Cc1cnccc1-c1ccc(-c2ccc3c(C(N)=O)nn(-c4ccc5onc(N)c5c4)c3c2F)c(F)c1,,CHEMBL255052,CHEMBL926655,6.69,10^-6 cm/s,1
C/C=C/C[C@@H](C)[C@@H](O)[C@H]1C(=O)N[C@@H](CC)C(=O)N(C)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](C(C)C)C(=O)N1C,CYCLOSPORINE,CHEMBL160,CHEMBL1216209,4.46e-05,nm/s,1
COc1ccc(-n2nc(C(N)=O)c3c2C(=O)N(c2ccc(C4(CN5CCCC5=O)CC4)cc2)CC3)cc1.O=C(O)C(F)(F)F,,CHEMBL510030,CHEMBL1010166,8e-07,nm/s,0
CC(=O)Nc1ccc(C(=O)NCCCN)cc1OCc1ccccc1,,CHEMBL4780589,CHEMBL4668965,2.7e-07,nm/s,0
CCCC[C@](C)(CO)Nc1nc(N)nc2cccnc12,,CHEMBL4793023,CHEMBL4726039,29.0,10^-6 cm/s,1
CCC(NC(=O)c1ccc(Cl)cc1)[C@@H]1[C@@H]2C[C@@H](Oc3ccnc4ccccc34)C[C@@H]21,,CHEMBL4872522,CHEMBL4843264,3.63,10^-6 cm/s,1
CC(=O)O[C@@]12CO[C@@H]1C[C@H](O)[C@@]1(C)C(=O)[C@H](OC(=O)N[C@H](C)C(=O)O)C3=C(C)[C@@H](OC(=O)[C@H](O)[C@@H](NC(=O)c4ccccc4)c4ccccc4)C[C@@](O)([C@@H](OC(=O)c4ccccc4)[C@H]21)C3(C)C,,CHEMBL395871,CHEMBL896322,0.5670000000000001,10^-6 cm/s,1
Cc1cc(S(=O)(=O)N[C@H](C)C2CCN(C)CC2)ccc1NC(=O)C1CCCCCC1,,CHEMBL5412408,CHEMBL5384114,2.0,10^-6 cm/s,1
COc1ccc(S(=O)(=O)N2CCCC[C@H]2C(=O)O[C@@H](Cc2c(Cl)c[n+]([O-])cc2Cl)c2ccc(OC(F)F)c(OCC3CC3)c2)cc1C(=O)N(C)C,,CHEMBL4096951,CHEMBL4027227,1.3180000000000001e-05,nm/s,1
N#Cc1ccc(NCC(F)(F)c2ccccn2)c(F)c1CC(=O)NCCONC(=N)N,,CHEMBL257543,CHEMBL934697,0.9,10^-6 cm/s,1
Cc1nc(C)c(-c2ccc(-c3ccc(CC(=O)O)cc3Cl)c(Cl)c2)nc1C(N)=O,,CHEMBL3133091,CHEMBL3136458,1.7e-05,nm/s,1
CCNC(=O)c1cncc(-c2cnn3cc(-c4cnn(CC)c4)c(O[C@H]4CCOC4)nc23)c1,,CHEMBL5172121,CHEMBL5100332,0.6,10^-6 cm/s,1
Cn1ccc2c(-c3nc4c(-n5cc(N[C@@H]6CCOC[C@@H]6N)cn5)ccnc4[nH]3)cccc21,,CHEMBL4740065,CHEMBL4701491,3.1,10^-6 cm/s,1
CC(C)NCC(O)COc1cccc2ccccc12,PROPRANOLOL,CHEMBL27,CHEMBL5130030,14.36,10^-6 cm/s,1
COc1cc2c(cc1OCCCCCCC(=O)O)C[C@@H](C(C)C)n1cc(C(=O)O)c(=O)cc1-2,,CHEMBL4850531,CHEMBL4810091,0.55,10^-6 cm/s,1
COc1cc(CN(C)CCN(C)C)ccc1-c1cc2c(N[C@H](CO)c3ccccc3)ncnc2[nH]1,,CHEMBL4784258,CHEMBL4718821,0.28,10^-6 cm/s,1
CCCC[C@H](NC(=O)O[C@@H]1C(=O)N(C(=O)c2nc3ccccc3s2)CC1(C)C)C(=O)C(=O)Nc1cc[nH]n1,,CHEMBL206515,CHEMBL860621,2.4999999999999998e-05,nm/s,1
CN(C)[C@H]1CC[C@H](NC(=O)[C@@H](Cc2ccc(Cl)cc2)NC(=O)Cc2ccc(F)cc2)CC1,,CHEMBL1807274,CHEMBL1810827,9e-06,nm/s,1
COCCC(C(=O)Nc1ccc2nn(C)cc2c1)n1cc(OC)c(-c2cc(Cl)ccc2-c2ccon2)cc1=O,,CHEMBL5393808,CHEMBL5367468,2.3899999999999998e-05,nm/s,1
CC(C)C[C@@H]1NC(=O)[C@H](C)NC(=O)[C@@H](Cc2ccccc2)NCCCCCCNC1=O,,CHEMBL4633091,CHEMBL4618239,1.3999999999999998e-07,nm/s,0
CN(C)CCNCc1cc(-c2cc3c(N[C@H](CO)c4ccccc4)ncnc3[nH]2)ccc1F,,CHEMBL4749064,CHEMBL4718821,1.6,10^-6 cm/s,1
O=[N+]([O-])c1cccc(O)c1,3-NITRO-PHENOL,CHEMBL13888,CHEMBL905613,69.41,10^-6 cm/s,1
Cn1cc(Nc2nc(N[C@H]3CC[C@H](N(C)C)CC3)c3cccn3n2)cn1,,CHEMBL4795181,CHEMBL4672721,2.4,10^-6 cm/s,1
CC(C)(C)[C@H]1OCCC[C@@H]1CNc1cc(F)c(S(=O)(=O)Nc2nccs2)cc1Cl,,CHEMBL4064295,CHEMBL4046490,6.769999999999999e-05,nm/s,1
CC(C)OC(=O)[C@H](C)N[P@@](=O)(OCC1=C[C@@H](O)[C@H](n2ccc(N)nc2=O)O1)Oc1ccccc1,,CHEMBL5271779,CHEMBL5228980,3e-08,nm/s,0
CC(C)(C)N(NC(=O)c1ccc(Cl)cc1)C(=O)c1ccccc1,HALOFENOZIDE,CHEMBL226969,CHEMBL905612,17.24,10^-6 cm/s,1
CN(C[C@H](NC(=O)OCc1ccccc1)C(N)=O)c1ccccc1,,CHEMBL2042017,CHEMBL2043713,2.3899999999999998e-05,nm/s,1
